Name,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS.Plus,W,L,ERA,ERA.Plus,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,PosSummary,position,method,induction.year,first.year,last.year,Num.Years.On.Ballot,mitchell.report
Roy Sievers,50,26,17,22.8,21.3,22.1,51.5,1887,6387,945,1703,318,1147,14,841,0.267,0.354,0.475,0.829,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*785/9,1B,0,0,1949,1965,2,0
Vic Power,38,10,12,13.1,14.8,13.9,51.5,1627,6046,765,1716,126,658,45,279,0.284,0.315,0.411,0.725,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*34587/96,1B,0,0,1954,1965,2,0
Eddie Lopat,64,27,12,29.7,26,27.9,57.9,357,887,87,187,5,77,0,73,0.211,0.271,0.268,0.539,50,166,112,3.21,116,1.277,340,318,3,2439.1,2464,179,650,859,*1,P,0,0,1944,1955,5,0
Carl Furillo,40,27,15,31.8,24.3,28,55.4,1806,6378,895,1910,192,1058,48,514,0.299,0.355,0.458,0.813,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*87,RF,0,0,1946,1960,5,0
Preacher Roe,55,21,12,28.2,29.2,28.7,57.9,333,620,37,68,1,28,0,38,0.11,0.161,0.119,0.28,-24,127,84,3.43,116,1.259,333,261,10,1914.1,1907,199,504,956,*1,P,0,0,1938,1954,6,0
Jackie Jensen,56,25,11,25.5,23.1,24.3,55.4,1438,5236,810,1463,199,929,143,750,0.279,0.369,0.46,0.829,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*987,RF,0,0,1950,1961,6,0
Johnny Vander Meer,33,12,13,23.8,23.6,23.7,57.9,382,685,58,104,1,26,1,41,0.152,0.2,0.18,0.379,6,119,121,3.44,107,1.393,346,286,2,2104.2,1799,100,1132,1294,*1,P,0,0,1937,1951,12,0
Bobby Doerr,96,41,14,47.4,34.1,40.7,54.4,1865,7093,1094,2042,223,1247,54,809,0.288,0.362,0.461,0.823,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4,2B,4,1986,1937,1951,12,0
Wally Moses,45,28,17,29.1,22.2,25.6,55.4,2012,7356,1124,2138,89,679,174,821,0.291,0.364,0.416,0.779,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,RF,0,0,1935,1951,6,0
Wally Moon,24,21,12,22.3,23.7,23,50.7,1457,4843,737,1399,142,661,89,644,0.289,0.371,0.445,0.817,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*983,LF,0,0,1954,1965,1,0
Bill Bruton,20,14,12,23.5,17.6,20.6,54.8,1610,6056,937,1651,94,545,207,482,0.273,0.328,0.393,0.72,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8/7,CF,0,0,1953,1964,1,0
Lou Boudreau,89,34,15,59.1,45.9,52.5,52.1,1646,6029,861,1779,68,789,51,796,0.295,0.38,0.415,0.795,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*65/342,SS,1,1970,1938,1952,10,0
Joe Gordon,88,31,11,54,43.3,48.6,54.4,1566,5707,914,1530,253,975,89,759,0.268,0.357,0.466,0.822,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*43/6,2B,4,2009,1938,1950,12,0
Tommy Henrich,54,27,11,33.6,26.5,30.1,55.4,1284,4603,901,1297,183,795,37,712,0.282,0.382,0.491,0.873,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O3,RF,0,0,1937,1950,10,0
Bucky Walters,104,27,19,52,42.1,47,57.9,715,1966,227,477,23,234,12,114,0.243,0.286,0.344,0.63,69,198,160,3.3,116,1.324,428,398,4,3104.2,2990,155,1121,1107,*15/4O,P,0,0,1931,1950,13,0
Ewell Blackwell,38,10,10,24.5,25.6,25,57.9,237,443,31,77,1,22,0,12,0.174,0.196,0.212,0.408,10,82,78,3.3,120,1.296,236,169,11,1321,1150,67,562,839,1,P,0,0,1942,1955,3,0
Augie Galan,52,26,16,38.8,30.9,34.9,50.7,1742,5937,1004,1706,100,830,123,979,0.287,0.39,0.419,0.81,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O354/6,LF,0,0,1934,1949,2,0
Stan Musial,454,76,22,123.4,62.7,93.1,55.4,3026,10972,1949,3630,475,1951,78,1599,0.331,0.417,0.559,0.976,159,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,*O*3/1,LF,1,1969,1941,1963,1,0
Roy Campanella,108,39,10,31.6,30.9,31.3,40.7,1215,4205,627,1161,242,856,25,533,0.276,0.36,0.5,0.86,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,C,1,1969,1948,1957,5,0
Schoolboy Rowe,64,22,15,40,34,37,57.9,491,909,116,239,18,153,3,86,0.263,0.328,0.382,0.71,88,158,101,3.87,110,1.302,382,278,12,2219.1,2332,132,558,913,*1,P,0,0,1933,1949,4,0
Dixie Walker,82,35,18,40.6,29.2,34.9,55.4,1905,6740,1037,2064,105,1023,59,817,0.306,0.383,0.437,0.82,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/3,OF,0,0,1931,1949,4,0
Mort Cooper,90,30,11,31.7,30.7,31.2,57.9,297,654,50,127,6,68,0,23,0.194,0.223,0.246,0.469,29,128,75,2.97,124,1.215,295,239,14,1840.2,1666,84,571,913,1,P,0,0,1938,1949,4,0
Joe Medwick,201,46,17,52.4,37.8,45.1,50.7,1984,7635,1198,2471,205,1383,42,437,0.324,0.362,0.505,0.867,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/3,LF,1,1968,1932,1948,9,0
Arky Vaughan,116,52,14,70.5,48.9,59.7,52.1,1817,6622,1173,2103,96,926,118,937,0.318,0.406,0.453,0.859,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*65O/4,SS,4,1985,1932,1948,11,0
Terry Moore,18,12,11,16.9,16.3,16.6,54.8,1298,4700,719,1318,80,513,82,406,0.28,0.34,0.399,0.739,99,0,0,0,NA,0,1,0,0,1,0,0,0,1,*O/51,CF,0,0,1935,1948,8,0
Frankie Crosetti,58,23,17,21.3,18.1,19.7,52.1,1683,6277,1006,1541,98,649,113,792,0.245,0.341,0.354,0.695,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*65/4,SS,0,0,1932,1948,6,0
Sal Maglie,49,27,10,28.8,25.9,27.3,57.9,304,563,29,76,2,29,1,20,0.135,0.168,0.158,0.326,-13,119,62,3.15,127,1.25,303,232,14,1723,1591,169,562,862,*1,P,0,0,1945,1958,2,0
Frank McCormick,86,18,13,33.1,27,30.1,51.5,1534,5723,722,1711,128,954,27,399,0.299,0.348,0.434,0.781,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3/4O,1B,0,0,1934,1948,4,0
Red Ruffing,130,38,22,63.3,38.4,50.9,57.9,882,1937,207,521,36,273,1,97,0.269,0.306,0.389,0.695,81,273,225,3.8,109,1.341,624,538,16,4344,4284,254,1541,1987,*1/O,P,3,1967,1924,1947,15,0
Al Lopez,71,24,19,14.5,10.9,12.7,40.7,1950,5916,613,1547,51,652,46,556,0.261,0.326,0.337,0.663,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/453,C,5,1977,1928,1947,10,0
Billy Herman,146,38,15,52.5,34,43.3,54.4,1922,7707,1163,2345,47,839,67,737,0.304,0.367,0.407,0.774,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*45/3,2B,4,1975,1931,1947,7,0
Mel Harder,51,21,20,38.1,34.8,36.4,57.9,584,1203,89,199,4,93,2,39,0.165,0.194,0.215,0.409,7,223,186,3.8,113,1.408,582,433,23,3426.1,3706,161,1118,1161,*1,P,0,0,1928,1947,11,0
Ernie Lombardi,133,42,17,43.6,26.7,35.2,40.7,1853,5855,601,1792,190,990,8,430,0.306,0.358,0.46,0.818,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,C,4,1986,1931,1947,9,0
Hank Bauer,27,16,14,24.6,23.6,24.1,55.4,1544,5145,833,1424,164,703,50,521,0.277,0.346,0.439,0.785,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*97/82,RF,0,0,1948,1961,1,0
Larry Doby,72,30,13,47,38,42.5,54.8,1533,5348,960,1515,253,970,47,871,0.283,0.386,0.49,0.876,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*89/7436,CF,4,1998,1947,1959,2,0
Del Ennis,52,29,14,27.5,26.6,27.1,50.7,1903,7254,985,2063,288,1284,45,597,0.284,0.34,0.472,0.812,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*9/38,LF,0,0,1946,1959,2,0
Earl Torgeson,6,19,15,29.9,22,25.9,51.5,1668,4969,848,1318,149,740,133,980,0.265,0.385,0.417,0.802,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3/97,1B,0,0,1947,1961,1,0
Jim Hegan,71,21,17,1.9,4.6,3.2,40.7,1666,4772,550,1087,92,525,15,456,0.228,0.295,0.344,0.639,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,C,0,0,1941,1960,2,0
Elmer Valo,15,21,20,25.8,21.1,23.4,55.4,1806,5029,768,1420,58,601,110,942,0.282,0.398,0.391,0.79,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,RF,0,0,1940,1961,1,0
Billy Martin,18,13,11,1.5,6.4,3.9,54.4,1021,3419,425,877,64,333,34,188,0.257,0.3,0.369,0.669,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*465/8,2B,0,0,1950,1961,1,0
Grady Hatton,4,16,12,15.6,14.1,14.8,53.4,1312,4206,562,1068,91,533,42,646,0.254,0.354,0.374,0.728,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*54/376,3B,0,0,1946,1960,2,0
Walt Dropo,18,10,13,1.3,5.9,3.6,51.5,1288,4124,478,1113,152,704,5,328,0.27,0.326,0.432,0.757,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3/5,1B,0,0,1949,1961,1,0
Andy Pafko,36,22,17,33.5,26.5,30,54.8,1852,6292,844,1796,213,976,38,561,0.285,0.35,0.449,0.799,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O*75,OF,0,0,1943,1959,2,0
Jim Hearn,14,9,13,14,14.4,14.2,57.9,403,548,44,77,9,36,1,33,0.141,0.19,0.21,0.4,6,109,89,3.81,105,1.359,396,229,8,1703.2,1661,158,655,669,*1,P,0,0,1947,1959,2,0
Clint Courtney,2,5,11,6,7.1,6.5,40.7,946,2796,260,750,38,313,3,264,0.268,0.339,0.366,0.705,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,C,0,0,1951,1961,1,0
Ned Garver,11,9,14,40.5,33.6,37,57.9,458,827,87,180,7,72,1,76,0.218,0.283,0.283,0.566,52,129,157,3.73,112,1.353,402,330,12,2477.1,2471,213,881,881,*1/7,P,0,0,1948,1961,1,0
Ted Williams,354,72,19,119.8,67.6,93.7,50.7,2292,7706,1798,2654,521,1839,24,2021,0.344,0.482,0.634,1.116,190,0,0,4.5,116,1.5,1,0,0,2,3,0,0,1,*O/1,LF,1,1966,1939,1960,1,0
Tommy Bridges,81,29,16,46.6,32.6,39.6,57.9,424,1003,83,181,0,72,0,74,0.18,0.237,0.223,0.46,19,194,138,3.57,126,1.368,424,362,10,2826.1,2675,181,1192,1674,*1,P,0,0,1930,1946,6,0
Hank Sauer,45,22,15,23.2,20.7,22,50.7,1399,4796,709,1278,288,876,11,561,0.266,0.347,0.496,0.843,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O93,LF,0,0,1941,1959,1,0
Whitey Lockman,10,13,15,14.6,17.2,15.9,50.7,1666,5940,836,1658,114,563,43,552,0.279,0.342,0.391,0.732,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*78/495,1B,0,0,1945,1960,1,0
Del Rice,18,22,17,3.6,5.2,4.4,40.7,1309,3826,342,908,79,441,2,382,0.237,0.312,0.356,0.668,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,C,0,0,1945,1961,1,0
Marv Grissom,9,6,10,11.6,13,12.3,32.3,356,189,9,23,0,6,0,8,0.122,0.162,0.159,0.32,-14,47,45,3.41,116,1.375,356,52,58,810,771,65,343,459,*1,P,0,0,1946,1959,1,0
Morrie Martin,2,5,10,3.1,5.1,4.1,32.3,250,165,15,28,0,7,0,4,0.17,0.189,0.182,0.371,0,38,34,4.29,96,1.416,250,42,15,604.2,607,56,249,245,1,P,0,0,1949,1959,1,0
Chico Carrasquel,15,17,10,19.2,20.8,20,52.1,1325,4644,568,1199,55,474,31,491,0.258,0.333,0.342,0.674,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*65/43,SS,0,0,1950,1959,1,0
Solly Hemus,12,11,11,24.2,24.2,24.2,52.1,961,2694,459,736,51,263,21,456,0.273,0.39,0.411,0.801,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*645,SS,0,0,1949,1959,1,0
Bobby Adams,0,13,14,12.8,11.7,12.2,53.4,1281,4019,591,1082,37,303,67,414,0.269,0.34,0.368,0.708,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5*4/39,3B,0,0,1946,1959,1,0
Bob Porterfield,13,6,12,16.1,17.6,16.8,57.9,322,516,34,95,6,43,1,20,0.184,0.218,0.252,0.47,28,87,97,3.79,103,1.354,318,193,8,1567.2,1571,113,552,572,*1,P,0,0,1948,1959,1,0
Luke Appling,149,57,20,69.9,41.7,55.8,52.1,2422,8856,1319,2749,45,1116,179,1302,0.31,0.399,0.398,0.798,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*654/3,SS,3,1964,1930,1950,7,0
Chuck Klein,194,48,17,41.5,35.7,38.6,55.4,1753,6486,1168,2076,300,1201,79,601,0.32,0.379,0.543,0.922,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/3,RF,4,1980,1928,1944,12,0
Lloyd Waner,86,31,18,22,19.2,20.6,54.8,1993,7772,1201,2459,27,598,67,420,0.316,0.353,0.393,0.747,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/45,CF,4,1967,1927,1945,9,0
Pepper Martin,46,21,13,15.8,15.4,15.6,53.4,1189,4117,756,1227,59,501,146,369,0.298,0.358,0.443,0.801,113,0,0,2.25,215,1,2,0,0,4,2,0,2,0,*O*5/1,OF,0,0,1928,1944,14,0
Leo Durocher,15,14,17,2.7,5.8,4.3,52.1,1637,5350,575,1320,24,567,31,377,0.247,0.299,0.32,0.619,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*64/5,SS,5,1994,1925,1945,8,0
Lon Warneke,86,34,15,44.7,34.3,39.5,57.9,459,962,87,215,4,97,1,52,0.223,0.266,0.267,0.533,46,192,121,3.18,119,1.245,445,343,13,2782.1,2726,175,739,1140,*1,P,0,0,1930,1945,5,0
Doc Cramer,80,30,20,4.2,9.4,6.8,54.8,2239,9140,1357,2705,37,842,62,572,0.296,0.34,0.375,0.715,87,0,0,4.5,118,1.5,1,0,0,4,3,0,3,1,*O/16,CF,0,0,1929,1948,5,0
Rudy York,68,28,13,30.7,26.1,28.4,51.5,1603,5891,876,1621,277,1152,38,792,0.275,0.362,0.483,0.845,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*325/O,1B,0,0,1934,1948,2,0
Hal Schumacher,44,21,13,28.5,27.1,27.8,57.9,450,896,100,181,15,102,0,32,0.202,0.233,0.287,0.52,42,158,121,3.36,111,1.34,391,329,7,2482.1,2424,140,902,906,*1/O,P,0,0,1931,1946,7,0
Fred Hutchinson,13,14,11,24.8,24.1,24.4,57.9,354,650,71,171,4,83,6,66,0.263,0.334,0.326,0.66,75,95,71,3.73,113,1.281,242,169,7,1464,1487,127,388,591,3-Jan,1B,0,0,1939,1953,2,0
Spud Chandler,70,32,11,21.8,21.9,21.9,57.9,211,548,53,110,9,45,0,20,0.201,0.234,0.29,0.524,42,109,43,2.84,132,1.205,211,184,6,1485,1327,64,463,614,1,P,0,0,1937,1947,5,0
Virgil Trucks,45,28,17,37.1,27.3,32.2,57.9,517,949,63,171,2,70,1,9,0.18,0.189,0.213,0.402,8,177,135,3.39,117,1.306,517,328,30,2682.1,2416,188,1088,1534,*1,P,0,0,1941,1958,1,0
Bob Elliott,62,34,15,47.6,33.1,40.3,53.4,1978,7141,1064,2061,170,1195,60,967,0.289,0.375,0.44,0.815,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5*O/46,3B,0,0,1939,1953,3,0
Ellis Kinder,22,15,12,27.3,23.4,25.3,32.3,484,444,34,63,1,33,0,23,0.142,0.184,0.169,0.353,-8,102,71,3.43,125,1.325,484,122,102,1479.2,1421,116,539,749,*1,P,0,0,1946,1957,1,0
George Case,48,14,11,12.5,14.2,13.3,50.7,1226,5016,785,1415,21,377,349,426,0.282,0.341,0.358,0.699,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,OF,0,0,1937,1947,4,0
Art Houtteman,13,4,12,9.9,13,11.5,57.9,330,513,37,99,2,37,2,14,0.193,0.214,0.232,0.446,19,87,91,4.14,99,1.39,325,181,20,1555,1646,136,516,639,*1,P,0,0,1945,1957,1,0
Wes Westrum,17,8,11,10.7,11.5,11.1,40.7,919,2322,302,503,96,315,10,489,0.217,0.356,0.373,0.729,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/5,C,0,0,1947,1957,1,0
Ron Northey,4,14,12,13.6,12.8,13.2,55.4,1084,3172,385,874,108,513,7,361,0.276,0.352,0.45,0.801,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/75,RF,0,0,1942,1957,1,0
Steve Gromek,18,16,17,22.3,20.4,21.4,57.9,470,630,58,124,0,40,2,71,0.197,0.279,0.217,0.497,40,123,108,3.41,108,1.245,447,225,23,2064.2,1940,186,630,904,*1,P,0,0,1941,1957,1,0
Eddie Miksis,0,8,14,-5,0.8,-2.1,54.4,1042,3053,383,722,44,228,52,215,0.236,0.288,0.322,0.61,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*456897/3,2B,0,0,1944,1958,1,0
Rip Sewell,42,21,13,26,23.3,24.6,57.9,423,750,81,152,6,59,12,37,0.203,0.241,0.264,0.505,40,143,97,3.48,108,1.344,390,243,15,2119.1,2101,116,748,636,*1,P,0,0,1932,1949,3,0
Roy Smalley,0,3,11,1.2,2.4,1.8,52.1,872,2644,277,601,61,305,4,257,0.227,0.3,0.36,0.66,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6/435,SS,0,0,1948,1958,1,0
Dizzy Trout,52,18,15,46.1,35.6,40.8,57.9,535,961,99,205,20,110,7,59,0.213,0.26,0.319,0.579,56,170,161,3.23,124,1.353,521,322,35,2725.2,2641,112,1046,1256,*1,P,0,0,1939,1957,1,0
Bob Kuzava,3,5,10,3.3,5.6,4.4,57.9,214,256,21,22,1,10,0,29,0.086,0.182,0.102,0.283,-21,49,44,4.05,98,1.466,213,99,13,862,849,54,415,446,1,P,0,0,1946,1957,1,0
Bob Feller,180,51,18,58.2,48.3,53.3,57.9,570,1282,99,193,8,99,1,100,0.151,0.214,0.211,0.425,15,266,162,3.25,122,1.316,570,484,21,3827,3271,224,1764,2581,*1,P,1,1962,1936,1956,1,0
Jackie Robinson,98,38,10,58.7,49.8,54.3,54.4,1382,4877,947,1518,137,734,197,740,0.311,0.409,0.474,0.883,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4537/96,2B,1,1962,1947,1956,1,0
Sam Rice,128,51,20,48,28.5,38.2,55.4,2404,9269,1514,2987,34,1078,351,708,0.322,0.374,0.427,0.801,112,1,1,2.52,117,1.271,9,3,0,39.1,31,0,19,12,*O/1,RF,4,1963,1915,1934,13,0
Eppa Rixey,75,35,21,51.7,32.2,42,57.9,694,1522,95,291,3,111,2,49,0.191,0.221,0.224,0.445,22,266,251,3.15,115,1.272,692,554,14,4494.2,4633,93,1082,1350,*1,P,4,1963,1912,1933,16,0
Burleigh Grimes,115,38,19,50.2,40.7,45.5,57.9,632,1535,157,380,2,168,15,69,0.248,0.282,0.306,0.588,58,270,212,3.53,108,1.365,616,497,18,4180,4412,148,1295,1512,*1,P,4,1964,1916,1934,14,0
Hack Wilson,100,39,12,37.3,34.6,36,54.8,1348,4760,884,1461,244,1063,52,674,0.307,0.395,0.545,0.94,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/4,CF,4,1979,1923,1934,15,0
Kiki Cuyler,118,46,18,44.4,33.8,39.1,55.4,1879,7161,1305,2299,128,1065,328,676,0.321,0.386,0.474,0.86,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,RF,4,1968,1921,1938,12,0
Red Faber,89,37,20,58.4,37.4,47.9,57.9,670,1269,98,170,3,70,7,169,0.134,0.24,0.161,0.401,10,254,213,3.15,119,1.302,669,483,28,4086.2,4106,111,1213,1471,*1,P,4,1964,1914,1933,16,0
Lefty Gomez,128,34,14,34.6,33,33.8,57.9,368,904,59,133,0,58,1,50,0.147,0.194,0.159,0.353,-7,189,102,3.34,125,1.352,368,320,9,2503,2290,138,1095,1468,*1,P,4,1972,1930,1943,15,0
Jim Bottomley,99,42,16,32.8,27.7,30.2,51.5,1991,7471,1177,2313,219,1422,58,664,0.31,0.369,0.5,0.869,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3/4,1B,4,1974,1922,1937,12,0
Waite Hoyt,94,32,21,46.9,31.6,39.2,57.9,674,1287,96,255,0,100,0,40,0.198,0.223,0.235,0.458,20,237,182,3.59,112,1.34,674,425,52,3762.1,4037,154,1003,1206,*1,P,4,1969,1918,1938,15,0
Heinie Manush,137,46,17,41.5,31.8,36.7,50.7,2008,7654,1287,2524,110,1183,113,506,0.33,0.377,0.479,0.856,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/3,LF,4,1964,1923,1939,6,0
Goose Goslin,160,61,18,61,40.4,50.7,50.7,2287,8656,1483,2735,248,1609,176,949,0.316,0.387,0.5,0.887,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/35,LF,4,1968,1921,1938,9,0
Lefty O'Doul,92,31,11,26.1,25.8,25.9,50.7,970,3264,624,1140,113,542,36,333,0.349,0.413,0.532,0.945,143,1,1,4.87,83,1.97,34,1,0,77.2,104,1,49,19,*O1,LF,0,0,1919,1934,10,0
Tony Lazzeri,89,39,14,46.2,32.9,39.6,54.4,1740,6297,986,1840,178,1191,148,869,0.292,0.38,0.467,0.846,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*456/O3,2B,4,1991,1926,1939,14,0
Freddie Lindstrom,56,26,13,26.8,25.3,26,53.4,1438,5611,895,1747,103,779,84,334,0.311,0.351,0.449,0.8,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5*O/46,3B,4,1976,1924,1936,5,0
Chick Hafey,69,33,13,28.4,25.9,27.1,50.7,1283,4625,777,1466,164,833,70,372,0.317,0.372,0.526,0.898,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,LF,4,1971,1924,1937,12,0
Earle Combs,94,37,12,40,32.5,36.3,54.8,1455,5746,1186,1866,58,632,98,670,0.325,0.397,0.462,0.859,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,CF,4,1970,1924,1935,14,0
Jimmy Dykes,26,30,22,30.6,19.1,24.8,53.4,2282,8046,1108,2256,108,1071,70,958,0.28,0.365,0.399,0.764,96,0,0,4.5,111,1.5,2,0,0,2,2,0,1,0,*5*436/O1,3B,0,0,1918,1939,11,0
Earl Whitehill,32,20,17,31.9,24.1,28,57.9,548,1291,107,264,4,98,3,97,0.204,0.261,0.242,0.503,31,218,185,4.36,100,1.5,541,473,11,3564.2,3917,192,1431,1350,*1/O,P,0,0,1923,1939,4,0
Jimmie Wilson,44,26,18,7.7,7.8,7.8,40.7,1525,4778,580,1358,32,621,86,356,0.284,0.336,0.37,0.707,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/3O4,C,0,0,1923,1940,12,0
Earl Averill,128,50,13,45.1,35.3,40.2,54.8,1669,6353,1224,2019,238,1164,70,774,0.318,0.395,0.534,0.928,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,CF,4,1975,1929,1941,7,0
Jesse Haines,64,27,19,30.7,20.9,25.8,57.9,560,1124,76,209,3,79,2,30,0.186,0.208,0.218,0.426,12,210,158,3.64,109,1.35,555,386,10,3208.2,3460,165,871,981,*1/3,P,4,1970,1918,1937,12,0
Fielder Jones,32,23,15,40.2,27.2,33.7,54.8,1788,6747,1180,1920,21,631,359,817,0.285,0.368,0.347,0.715,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/6,CF,0,0,1896,1915,5,0
Firpo Marberry,48,24,14,27.4,23.9,25.6,32.3,551,668,60,128,1,65,2,22,0.192,0.224,0.237,0.461,20,148,88,3.63,116,1.323,551,186,101,2067.1,2049,96,686,822,*1,P,0,0,1923,1936,5,0
Charlie Grimm,18,19,20,10.6,11.9,11.2,51.5,2166,7917,908,2299,79,1077,57,578,0.29,0.341,0.397,0.738,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3/O5,1B,0,0,1916,1936,12,0
Freddie Fitzsimmons,56,33,19,33.3,22.3,27.8,57.9,513,1155,112,231,14,103,0,36,0.2,0.233,0.279,0.511,36,217,146,3.51,112,1.297,513,425,13,3223.2,3335,187,846,870,*1,P,0,0,1925,1943,7,0
Travis Jackson,28,29,15,42,34,38,52.1,1656,6086,833,1768,135,929,71,412,0.291,0.337,0.433,0.77,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6*5/4O,SS,4,1982,1922,1936,12,0
Luke Sewell,38,23,20,1.1,5.4,3.2,40.7,1630,5383,653,1393,20,696,66,486,0.259,0.323,0.341,0.665,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/O345,C,0,0,1921,1942,4,0
Billy Cox,3,13,11,7.8,8.4,8.1,53.4,1058,3712,470,974,66,351,42,298,0.262,0.318,0.38,0.698,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*564,3B,0,0,1941,1955,1,0
