Year,Rk,Name,YoB,Votes,X.vote,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS.Plus,W,L,ERA,ERA.Plus,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,PosSummary,Runoff,Special,NumBallots,VeteransCommittee,NegroLeagues,position,method
1939,30,Bill Terry,3rd,16,5.80%,169,42,14,52.1,39.9,46,51.5,1721,6428,1120,2193,154,1078,56,537,0.341,0.393,0.506,0.899,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3/O,0,0,274,0,0,1B,0
1939,31,Dazzy Vance,4th,15,5.50%,89,35,16,58,48,53,57.9,442,971,68,146,7,75,1,79,0.15,0.219,0.198,0.417,10,197,140,3.24,125,1.23,442,349,11,2966.2,2809,132,840,2045,*1,0,0,274,0,0,P,0
1939,32,Johnny Kling,4th,14,5.10%,24,24,13,22.9,21.1,22,40.7,1261,4246,475,1154,20,515,124,281,0.272,0.319,0.357,0.676,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/O356,0,0,274,0,0,C,0
1939,33,Nap Rucker,4th,13,4.70%,40,23,10,45.7,43.6,44.7,57.9,336,805,44,157,1,44,2,22,0.195,0.216,0.226,0.443,33,134,134,2.42,119,1.175,336,274,14,2375.1,2089,41,701,1217,*1,0,0,274,0,0,P,0
1939,34,Joe Tinker,3rd,12,4.40%,24,20,15,50.4,31.5,41,52.1,1806,6441,774,1690,31,783,336,416,0.262,0.308,0.353,0.661,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*65/4O,0,0,274,1,0,SS,4
1939,35,Babe Adams,3rd,11,4.00%,72,39,19,50.5,39.5,45,57.9,482,1019,79,216,3,75,1,53,0.212,0.252,0.281,0.532,50,194,140,2.76,118,1.092,482,354,15,2995.1,2841,67,430,1036,*1,0,0,274,0,0,P,0
1939,36,Pie Traynor,3rd,10,3.60%,96,43,17,33.8,24.4,29.1,53.4,1941,7559,1183,2416,58,1273,158,472,0.32,0.362,0.435,0.797,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*56/3,0,0,274,0,0,3B,0
1939,37,Harry Heilmann,3rd,8,2.90%,188,57,17,67.3,44.6,55.9,55.4,2147,7787,1291,2660,183,1539,113,856,0.342,0.41,0.52,0.93,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O*3/4,0,0,274,0,0,OF,0
1939,38,Edd Roush,4th,8,2.90%,72,36,18,43,30.4,36.7,54.8,1967,7363,1099,2376,68,981,268,484,0.323,0.369,0.446,0.815,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/34,0,0,274,1,0,OF,4
1939,39,Bill Dinneen,2nd,7,2.60%,56,24,12,37.5,34.4,35.9,57.9,417,1143,99,219,1,60,29,80,0.192,0.252,0.219,0.471,37,170,177,3.01,107,1.231,391,352,7,3074.2,2957,78,829,1127,*1/O3,0,0,274,0,0,P,0
1939,40,Kid Nichols,2nd,7,2.60%,228,69,15,111.6,72.4,92,57.9,650,2090,273,472,16,278,19,137,0.226,0.277,0.3,0.577,55,361,208,2.96,140,1.224,621,562,17,5067.1,4929,156,1272,1881,*1/O3,0,0,274,1,0,P,4
1939,41,Max Carey,3rd,7,2.60%,76,36,20,51.1,32.2,41.6,54.8,2476,9363,1545,2665,70,800,738,1040,0.285,0.361,0.386,0.747,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,0,0,274,1,0,OF,4
1939,42,Jack Chesbro,3rd,6,2.20%,100,40,11,39,38.5,38.8,57.9,393,1103,85,217,5,82,5,25,0.197,0.216,0.267,0.483,44,198,132,2.68,111,1.152,392,332,5,2896.2,2647,39,690,1265,*1/3O,0,0,274,1,0,P,4
1939,43,Sam Crawford,4th,6,2.20%,118,53,19,69.9,37.6,53.8,55.4,2517,9570,1391,2961,97,1525,367,760,0.309,0.362,0.452,0.814,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O3,0,0,274,1,0,OF,4
1939,44,Casey Stengel,2nd,6,2.20%,4,15,14,18.5,16.2,17.4,55.4,1277,4288,575,1219,60,535,131,437,0.284,0.356,0.41,0.766,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,0,0,274,1,0,OF,4
1939,45,Duffy Lewis,3rd,6,2.20%,19,12,11,17.9,18.6,18.2,50.7,1459,5351,612,1518,38,793,113,352,0.284,0.333,0.384,0.717,108,0,0,18,25,3,1,0,0,1,3,0,0,1,*O/51,0,0,274,0,0,OF,0
1939,46,Nick Altrock,3rd,6,2.20%,31,18,19,8.6,11,9.8,57.9,230,550,52,97,2,27,5,29,0.176,0.232,0.207,0.439,40,83,75,2.67,96,1.141,218,161,7,1514,1455,16,272,425,1/3O,0,0,274,0,0,P,0
1939,47,Amos Rusie,3rd,6,2.20%,186,42,10,65.6,63.4,64.5,57.9,487,1730,209,429,8,176,25,27,0.248,0.262,0.32,0.582,62,246,174,3.07,129,1.349,463,427,5,3778.2,3389,75,1707,1950,*1/O3,0,0,274,1,0,P,4
1939,48,Mike Donlin,3rd,5,1.80%,64,32,12,28.6,25.6,27.1,50.7,1049,3854,669,1282,51,543,213,312,0.333,0.386,0.468,0.854,144,0,1,7.16,57,1.837,4,1,0,16.1,16,1,14,6,*O3/16,0,0,274,0,0,OF,0
1939,49,Harry Hooper,3rd,5,1.80%,38,34,17,49.4,28.4,38.9,55.4,2309,8785,1429,2466,75,817,375,1136,0.281,0.368,0.387,0.755,114,0,0,0,NA,1.5,1,0,0,2,2,0,1,0,*O/1,0,0,274,1,0,OF,4
1939,50,Bobby Wallace,3rd,5,1.80%,30,30,25,66,39.8,52.9,52.1,2383,8618,1057,2309,34,1121,201,774,0.268,0.332,0.358,0.69,105,24,22,3.87,125,1.555,57,48,1,402,469,6,156,120,*6*514/O3,0,0,274,1,0,SS,4
1939,51,Dickey Kerr,3rd,5,1.80%,22,12,4,9.1,9.1,9.1,57.9,143,275,40,60,0,21,4,28,0.218,0.295,0.284,0.579,54,53,34,3.84,99,1.388,140,83,6,811.1,876,24,250,235,1,0,0,274,0,0,P,0
1939,52,Rube Marquard,4th,4,1.50%,84,31,18,29.1,27.6,28.4,57.9,536,1107,63,198,1,64,6,33,0.179,0.207,0.202,0.41,17,201,177,3.08,103,1.237,536,407,19,3306.2,3233,107,858,1593,*1,0,0,274,1,0,P,4
1939,53,Zack Wheat,3rd,4,1.50%,98,48,19,56.9,33.5,45.2,50.7,2410,9106,1289,2884,132,1248,205,650,0.317,0.367,0.45,0.817,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,0,0,274,1,0,OF,4
1939,54,Stuffy McInnis,3rd,4,1.50%,43,23,19,29.6,22.8,26.2,51.5,2128,7822,872,2405,20,1062,172,380,0.307,0.343,0.381,0.723,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*36/54O,0,0,274,0,0,1B,0
1939,55,Hank Gowdy,3rd,4,1.50%,6,25,17,17.1,13,15,40.7,1050,2735,270,738,21,322,59,311,0.27,0.351,0.358,0.709,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*23,0,0,274,0,0,C,0
1939,56,Red Faber,3rd,3,1.10%,89,37,20,58.4,37.4,47.9,57.9,670,1269,98,170,3,70,7,169,0.134,0.24,0.161,0.401,10,254,213,3.15,119,1.302,669,483,28,4086.2,4106,111,1213,1471,*1,0,0,274,1,0,P,4
1939,57,Fred Tenney,3rd,3,1.10%,36,25,17,40.8,27.2,34,51.5,1994,7595,1278,2231,22,688,285,874,0.294,0.371,0.358,0.73,110,0,0,4.5,86,3,1,0,0,2,5,0,1,0,*3O2/1,0,0,274,0,0,1B,0
1939,58,Joe McCarthy,1st,3,1.10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,274,1,0,Manager,4
1939,59,Earle Combs,3rd,3,1.10%,94,37,12,40,32.5,36.3,54.8,1455,5746,1186,1866,58,632,98,670,0.325,0.397,0.462,0.859,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,0,0,274,1,0,OF,4
1939,60,Jimmy Archer,3rd,3,1.10%,0,1,12,4.5,5.1,4.8,40.7,847,2646,247,660,16,296,36,124,0.249,0.288,0.333,0.621,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*23/45O,0,0,274,0,0,C,0
1939,61,Smoky Joe Wood,3rd,2,0.70%,68,39,14,37.7,32.8,35.3,57.9,697,1952,266,553,23,325,23,208,0.283,0.357,0.411,0.768,110,117,57,2.03,147,1.087,225,158,10,1434.1,1138,10,421,989,*O1/43,0,0,274,0,0,OF,0
1939,62,Eddie Grant,2nd,2,0.70%,0,1,10,3.4,5,4.2,53.4,990,3385,399,844,5,277,153,233,0.249,0.3,0.295,0.595,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*564/3,0,0,274,0,0,3B,0
1939,63,Gavvy Cravath,3rd,2,0.70%,50,23,11,31,28.3,29.7,55.4,1220,3951,575,1134,119,719,89,561,0.287,0.38,0.478,0.858,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/3,0,0,274,0,0,OF,0
1939,64,Bill Donovan,3rd,2,0.70%,90,34,18,39.4,32.7,36.1,57.9,459,1302,142,251,7,93,36,77,0.193,0.241,0.249,0.49,49,185,139,2.69,106,1.245,378,327,8,2964.2,2631,30,1059,1552,*1O/346,0,0,274,0,0,P,0
1939,65,Donie Bush,2nd,2,0.70%,35,34,16,36.7,32.2,34.4,52.1,1945,7210,1280,1804,9,436,406,1158,0.25,0.356,0.3,0.656,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*65/4,0,0,274,0,0,SS,0
1939,66,Ossee Schrecongost,3rd,2,0.70%,5,1,11,11.7,12.3,12,40.7,895,3057,304,829,9,338,52,102,0.271,0.297,0.345,0.642,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*23/O46,0,0,274,0,0,C,0
1939,67,Lou Criger,4th,2,0.70%,11,20,16,9.1,8.9,9,40.7,1012,3202,337,709,11,342,58,309,0.221,0.295,0.29,0.584,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/35O,0,0,274,0,0,C,0
1939,68,Hans Lobert,3rd,2,0.70%,2,16,14,21,19,20,53.4,1317,4563,640,1252,32,482,316,395,0.274,0.337,0.366,0.703,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*56/O4,0,0,274,0,0,3B,0
1939,69,Bill Carrigan,3rd,2,0.70%,6,2,10,10.9,10.7,10.8,40.7,709,1970,194,506,6,235,37,206,0.257,0.334,0.314,0.648,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/3,0,0,274,0,0,C,0
1939,70,Buck Ewing,1st,2,0.70%,35,38,18,45.7,29.4,37.6,40.7,1315,5363,1129,1625,71,883,354,392,0.303,0.351,0.456,0.807,129,2,3,3.45,112,1.66,9,4,0,47,55,2,23,23,*23O546/1,0,0,274,1,0,C,4
1939,71,Hub Perdue,2nd,1,0.40%,2,6,5,0.1,0.1,0.1,57.9,161,300,20,42,0,10,0,12,0.14,0.173,0.15,0.323,-8,51,64,3.85,85,1.346,161,122,7,918.1,1037,43,199,317,1,0,0,274,0,0,P,0
1939,72,Bucky Harris,2nd,1,0.40%,12,18,12,12,12.8,12.4,54.4,1263,4736,722,1297,9,506,167,472,0.274,0.352,0.354,0.706,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4/65O,0,0,274,1,0,2B,4
1939,73,Jake Stahl,2nd,1,0.40%,5,4,9,14.3,14.9,14.6,51.5,981,3425,405,894,31,437,178,221,0.261,0.323,0.382,0.706,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3O/2,0,0,274,0,0,1B,0
1939,74,Pat Moran,3rd,1,0.40%,0,0,14,5.6,7,6.3,40.7,818,2634,198,618,18,262,55,142,0.235,0.283,0.312,0.595,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*25/3O64,0,0,274,0,0,C,0
1939,75,Al Schacht,1st,1,0.40%,0,0,3,0,0,0,32.3,53,51,9,10,0,4,0,9,0.196,0.339,0.235,0.574,55,14,10,4.48,86,1.599,53,18,2,197,254,4,61,38,1,0,0,274,0,0,P,0
1939,76,Dave Bancroft,3rd,1,0.40%,84,29,16,46.5,35.2,40.9,52.1,1913,7182,1048,2004,32,591,145,827,0.279,0.355,0.358,0.714,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6/45O,0,0,274,1,0,SS,4
1939,77,Sherry Magee,3rd,1,0.40%,60,35,16,55.8,36.8,46.3,50.7,2087,7441,1112,2169,83,1176,441,736,0.291,0.364,0.427,0.79,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O36/45,0,0,274,0,0,OF,0
1939,78,Deacon Phillippe,1st,1,0.40%,98,44,13,31.8,28.7,30.3,57.9,377,980,96,185,3,90,4,49,0.189,0.236,0.234,0.469,36,189,109,2.59,120,1.105,372,289,12,2607,2518,41,363,929,*1/O,0,0,274,0,0,P,0
1939,79,Harry Steinfeldt,2nd,1,0.40%,20,14,14,27.8,24.6,26.2,53.4,1647,5900,759,1578,27,762,202,471,0.267,0.33,0.36,0.69,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*54O/63,0,0,274,0,0,3B,0
1939,80,Otto Knabe,1st,1,0.40%,0,14,11,8.1,9.7,8.9,54.4,1278,4469,572,1103,8,365,143,485,0.247,0.325,0.313,0.639,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4/O56,0,0,274,0,0,2B,0
1939,81,Art Nehf,3rd,1,0.40%,70,32,15,27.4,21.3,24.4,57.9,464,915,90,192,8,76,7,86,0.21,0.281,0.279,0.56,57,184,120,3.2,105,1.239,451,320,13,2707.2,2715,107,640,844,*1/O,0,0,274,0,0,P,0
1939,82,George Burns,3rd,1,0.40%,56,27,15,37.8,31.6,34.7,50.7,1853,7241,1188,2077,41,611,383,872,0.287,0.366,0.384,0.749,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/5,0,0,274,0,0,OF,0
1939,83,Sad Sam Jones,1st,1,0.40%,56,21,22,37.7,25.4,31.6,57.9,713,1243,151,245,6,99,7,139,0.197,0.289,0.255,0.544,45,229,217,3.84,104,1.411,647,487,31,3883,4084,151,1396,1223,*1/O,0,0,274,0,0,P,0
1939,84,Jack Barry,2nd,1,0.40%,28,14,11,23.3,22.6,22.9,52.1,1223,4146,532,1009,10,429,153,396,0.243,0.321,0.303,0.624,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6*4/5,0,0,274,0,0,SS,0
1939,85,Art Fletcher,3rd,1,0.40%,18,17,13,45.1,35,40,52.1,1533,5541,684,1534,32,675,160,203,0.277,0.319,0.365,0.684,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*654,0,0,274,0,0,SS,0
1939,86,Tommy Leach,2nd,1,0.40%,30,26,19,43.8,29.7,36.7,53.4,2156,7959,1355,2143,63,810,361,820,0.269,0.34,0.37,0.71,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O*56/4,0,0,274,0,0,OF,0
1939,87,Burleigh Grimes,3rd,1,0.40%,115,38,19,50.2,40.7,45.5,57.9,632,1535,157,380,2,168,15,69,0.248,0.282,0.306,0.588,58,270,212,3.53,108,1.365,616,497,18,4180,4412,148,1295,1512,*1,0,0,274,1,0,P,4
1939,88,Chick Fraser,1st,1,0.40%,26,15,14,10.7,15.6,13.1,57.9,459,1319,134,235,3,96,19,81,0.178,0.23,0.23,0.46,32,175,212,3.67,92,1.427,434,388,6,3364,3462,69,1338,1098,*1/O35,0,0,274,0,0,P,0
1939,89,Larry Doyle,3rd,1,0.40%,60,28,14,42.6,28.4,35.5,54.4,1766,6509,960,1887,74,793,298,625,0.29,0.357,0.408,0.765,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4,0,0,274,0,0,2B,0
1939,90,Roger Peckinpaugh,3rd,1,0.40%,48,26,17,40.6,27.1,33.8,52.1,2012,7233,1006,1876,48,739,205,814,0.259,0.336,0.335,0.672,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6/3,0,0,274,0,0,SS,0
1939,91,Charlie Grimm,1st,1,0.40%,18,19,20,10.6,11.9,11.2,51.5,2166,7917,908,2299,79,1077,57,578,0.29,0.341,0.397,0.738,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3/O5,0,0,274,0,0,1B,0
1939,92,Everett Scott,3rd,1,0.40%,29,14,13,12.6,13.5,13.1,52.1,1654,5837,552,1455,20,551,69,243,0.249,0.281,0.315,0.596,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6/54,0,0,274,0,0,SS,0
1939,93,Lave Cross,1st,1,0.40%,52,40,21,42.8,26.9,34.8,53.4,2277,9084,1338,2651,47,1378,303,466,0.292,0.329,0.383,0.711,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5*2O64/3,0,0,274,0,0,3B,0
1939,94,Marty Bergen,3rd,1,0.40%,10,3,4,-0.5,-0.5,-0.5,40.7,344,1278,180,339,10,176,24,52,0.265,0.299,0.347,0.646,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/3O,0,0,274,0,0,C,0
1939,95,Waite Hoyt,1st,1,0.40%,94,32,21,46.9,31.6,39.2,57.9,674,1287,96,255,0,100,0,40,0.198,0.223,0.235,0.458,20,237,182,3.59,112,1.34,674,425,52,3762.1,4037,154,1003,1206,*1,0,0,274,1,0,P,4
1939,96,Heinie Peitz,1st,1,0.40%,2,22,16,17.3,12.8,15,40.7,1235,4124,532,1117,16,560,91,410,0.271,0.342,0.361,0.703,93,0,1,7.31,65,1.813,4,1,0,16,22,0,7,3,*2534/O61,0,0,274,0,0,C,0
1939,97,Noodles Hahn,1st,1,0.40%,62,31,8,42.8,42.9,42.9,57.9,244,731,65,129,2,52,7,53,0.176,0.236,0.237,0.473,36,130,94,2.55,132,1.132,243,231,0,2029.1,1916,27,381,917,1/3O,0,0,274,0,0,P,0
1939,98,Urban Shocker,2nd,1,0.40%,65,33,13,54.9,42,48.5,57.9,412,798,89,167,1,70,1,139,0.209,0.334,0.249,0.584,55,187,117,3.17,124,1.255,412,317,25,2681.2,2709,130,657,983,*1,0,0,274,0,0,P,0
1939,99,Jake Daubert,3rd,1,0.40%,70,27,15,36.8,24.5,30.7,51.5,2014,7673,1117,2326,56,722,251,623,0.303,0.36,0.401,0.76,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3,0,0,274,0,0,1B,0
1939,100,Joe Kelley,1st,1,0.40%,98,52,17,47.3,34.6,40.9,50.7,1853,7006,1421,2220,65,1194,443,911,0.317,0.402,0.451,0.853,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O35/46,0,0,274,1,0,OF,4
1939,101,Bill Bradley,4th,1,0.40%,16,11,14,34.6,33.3,33.9,53.4,1461,5430,754,1471,34,552,181,290,0.271,0.317,0.371,0.688,108,0,0,0,NA,4,1,0,0,1,4,0,0,0,*56/341,0,0,274,0,0,3B,0
1939,102,Kid Gleason,3rd,1,0.40%,11,17,22,35.5,34.7,35.1,57.9,1968,7459,1022,1946,15,824,329,501,0.261,0.311,0.318,0.628,78,138,131,3.79,104,1.447,299,266,6,2389.1,2552,76,906,744,*41O/653,0,0,274,0,0,2B,0
1939,103,Herman Long,3rd,1,0.40%,88,41,16,33.4,23.3,28.3,52.1,1875,7678,1456,2129,91,1055,537,612,0.277,0.335,0.383,0.718,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*64/O35,0,0,274,0,0,SS,0
1939,104,Jesse Haines,1st,1,0.40%,64,27,19,30.7,20.9,25.8,57.9,560,1124,76,209,3,79,2,30,0.186,0.208,0.218,0.426,12,210,158,3.64,109,1.35,555,386,10,3208.2,3460,165,871,981,*1/3,0,0,274,1,0,P,4
1939,105,Hack Wilson,2nd,1,0.40%,100,39,12,37.3,34.6,36,54.8,1348,4760,884,1461,244,1063,52,674,0.307,0.395,0.545,0.94,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/4,0,0,274,1,0,OF,4
1939,106,Wilbur Cooper,2nd,1,0.40%,76,33,15,51.8,40.5,46.2,57.9,521,1227,111,293,6,106,12,47,0.239,0.269,0.309,0.578,61,216,178,2.89,116,1.226,517,406,14,3480,3415,103,853,1252,*1/O,0,0,274,0,0,P,0
1939,107,Charlie Irwin,2nd,1,0.40%,3,5,10,7,7.9,7.4,53.4,991,3685,556,986,16,493,180,287,0.268,0.331,0.345,0.676,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*56/4O3,0,0,274,0,0,3B,0
1939,108,Dolf Luque,3rd,1,0.40%,44,23,20,45.8,34.7,40.3,57.9,559,1043,96,237,5,90,7,70,0.227,0.283,0.291,0.573,53,194,179,3.24,118,1.288,550,367,28,3220.1,3231,113,918,1130,*1/5O,0,0,274,0,0,P,0
1938,1,Pete Alexander,3rd,212,80.90%,257,77,20,115.9,67.3,91.6,57.9,703,1810,154,378,11,163,3,77,0.209,0.242,0.275,0.517,43,373,208,2.56,136,1.121,696,600,32,5190,4868,165,951,2198,*1/O,0,0,262,0,0,P,1
1938,2,George Sisler,3rd,179,68.30%,200,44,15,51.1,45.3,48.2,51.5,2055,8267,1284,2812,102,1175,375,472,0.34,0.379,0.468,0.847,125,5,6,2.35,126,1.288,24,12,3,111,91,0,52,63,*3O/145,0,0,262,0,0,1B,0
1938,3,Willie Keeler,3rd,177,67.60%,189,49,19,50.7,34.7,42.7,55.4,2123,8591,1719,2932,33,810,495,524,0.341,0.388,0.415,0.802,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O5/46,0,0,262,0,0,OF,0
1938,4,Eddie Collins,3rd,175,66.80%,250,72,25,118.5,62.2,90.4,54.4,2826,9949,1821,3315,47,1300,741,1499,0.333,0.424,0.429,0.853,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*46/O5,0,0,262,0,0,2B,0
1938,5,Rube Waddell,3rd,148,56.50%,138,47,13,55.3,47.2,51.2,57.9,410,1066,61,172,4,83,6,42,0.161,0.197,0.219,0.416,25,193,143,2.16,135,1.102,407,340,5,2961.1,2460,37,803,2316,*1/3,0,0,262,1,0,P,4
1938,6,Frank Chance,3rd,133,50.80%,22,24,17,43.5,34.3,38.9,51.5,1288,4299,798,1274,20,596,403,556,0.296,0.394,0.394,0.788,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*32O,0,0,262,1,0,1B,4
1938,7,Ed Delahanty,3rd,132,50.40%,234,65,16,66.5,47,56.7,50.7,1837,7511,1600,2597,101,1466,455,741,0.346,0.411,0.505,0.916,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O346/5,0,0,262,1,0,OF,4
1938,8,Ed Walsh,3rd,110,42.00%,146,52,14,61.7,58.7,60.2,57.9,459,1085,92,210,3,68,14,46,0.194,0.231,0.255,0.486,51,195,126,1.82,145,1,430,315,35,2964.1,2346,23,617,1736,*1/O,0,0,262,1,0,P,4
1938,9,Johnny Evers,3rd,91,34.70%,34,24,18,45.2,32.1,38.7,54.4,1784,6137,919,1659,12,538,324,778,0.27,0.356,0.334,0.69,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4/56O,0,0,262,1,0,2B,4
1938,10,Jimmy Collins,3rd,79,30.20%,42,26,14,50.1,36.8,43.5,53.4,1725,6795,1055,1999,65,983,194,426,0.294,0.343,0.409,0.752,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5/O64,0,0,262,1,0,3B,4
1938,11,Rabbit Maranville,2nd,73,27.90%,59,30,23,39.4,28.8,34.1,52.1,2670,10078,1255,2605,28,884,291,839,0.258,0.318,0.34,0.658,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6*4/5,0,0,262,0,0,SS,0
1938,12,Roger Bresnahan,3rd,67,25.60%,14,30,17,39.1,27.7,33.4,40.7,1446,4481,682,1252,26,530,212,714,0.279,0.386,0.377,0.764,126,4,1,3.93,108,1.649,9,6,0,50.1,68,1,15,15,*2O53/416,0,0,262,1,0,C,4
1938,13,Fred Clarke,3rd,63,24.00%,86,50,21,64.2,34.5,49.3,50.7,2246,8584,1622,2678,67,1015,509,875,0.312,0.386,0.429,0.814,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/65,0,0,262,1,0,OF,4
1938,14,Mordecai Brown,3rd,54,20.60%,169,56,14,53,39.6,46.3,57.9,493,1143,93,235,2,74,8,44,0.206,0.236,0.248,0.483,44,239,130,2.06,139,1.066,481,332,49,3172.1,2708,43,673,1375,*1/O4,0,0,262,1,0,P,4
1938,15,Miller Huggins,2nd,48,18.30%,12,25,13,33.8,24.8,29.3,54.4,1586,5558,948,1474,9,318,324,1003,0.265,0.382,0.314,0.696,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4/5,0,0,262,1,0,2B,4
1938,16,Rogers Hornsby,3rd,46,17.60%,350,76,23,124.6,72.6,98.6,54.4,2259,8173,1579,2930,301,1584,135,1038,0.358,0.434,0.577,1.01,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4*653/O,0,0,262,0,0,2B,0
1938,17,Ray Schalk,3rd,45,17.20%,56,25,18,25,20.2,22.6,40.7,1762,5306,579,1345,11,594,177,638,0.253,0.34,0.316,0.656,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,0,0,262,1,0,C,4
1938,18,Ross Youngs,3rd,40,15.30%,72,32,10,30.9,29.3,30.1,55.4,1211,4627,812,1491,42,592,153,550,0.322,0.399,0.441,0.839,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O/4,0,0,262,1,0,OF,4
1938,19,Eddie Plank,2nd,38,14.50%,186,71,17,85.3,48.3,66.8,57.9,630,1607,130,331,3,122,13,71,0.206,0.25,0.245,0.495,48,326,194,2.35,122,1.119,623,529,23,4495.2,3958,42,1072,2246,*1,0,0,262,1,0,P,4
1938,20,Herb Pennock,2nd,37,14.10%,92,36,22,39.8,33.5,36.6,57.9,620,1214,108,232,4,103,1,94,0.191,0.253,0.235,0.488,31,241,162,3.6,106,1.348,617,419,33,3571.2,3900,128,916,1227,*1,0,0,262,0,0,P,0
