Year,Rk,Name,YoB,Votes,X.vote,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS.Plus,W,L,ERA,ERA.Plus,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,PosSummary,Runoff,Special,NumBallots,VeteransCommittee,NegroLeagues,position,method
2002,6,Rich Gossage,3rd,203,43.00%,126,19,22,39.4,31,35.2,32.3,1003,85,1,9,0,2,0,4,0.106,0.146,0.118,0.264,-25,124,107,3.01,126,1.232,1002,37,310,1809.1,1497,119,732,1502,*1/D,0,0,472,0,0,P,0
2002,7,Steve Garvey,10th,134,28.40%,130,32,19,34.4,27.2,30.8,51.5,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*35/749,0,0,472,0,0,1B,0
2002,8,Tommy John,8th,127,26.90%,112,44,26,56.3,32.3,44.3,57.9,761,900,43,141,5,54,0,33,0.157,0.187,0.188,0.375,7,288,231,3.34,111,1.283,760,700,4,4710.1,4783,302,1259,2245,*1,0,0,472,0,0,P,0
2002,9,Bert Blyleven,5th,124,26.30%,120,50,22,89.3,46.8,68,57.9,699,451,19,59,0,25,0,5,0.131,0.144,0.146,0.29,-19,287,250,3.31,118,1.198,692,685,0,4970,4632,430,1322,3701,*1,0,0,472,0,0,P,0
2002,10,Jim Kaat,14th,109,23.10%,130,44,25,46.3,36.3,41.3,57.9,1004,1251,117,232,16,106,5,63,0.185,0.227,0.267,0.494,37,283,237,3.45,108,1.259,898,625,18,4530.1,4620,395,1083,2461,*1/D,0,0,472,0,0,P,0
2002,11,Jack Morris,3rd,97,20.60%,122,39,18,39.3,30.8,35.1,57.9,568,1,4,0,0,0,0,0,0,0,0,0,-100,254,186,3.9,105,1.296,549,527,0,3824,3567,389,1390,2478,*1/D,0,0,472,0,0,P,0
2002,12,Don Mattingly,2nd,96,20.30%,134,34,14,39.8,34.4,37.1,51.5,1785,7003,1007,2153,222,1099,14,588,0.307,0.358,0.471,0.83,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3D97/548,0,0,472,0,0,1B,0
2002,13,Luis Tiant,15th,85,18.00%,97,41,19,62.3,42.1,52.2,57.9,573,513,36,84,5,44,1,13,0.164,0.185,0.224,0.409,17,229,172,3.3,114,1.199,573,484,15,3486.1,3075,346,1104,2416,*1,0,0,472,0,0,P,0
2002,14,Alan Trammell,1st,74,15.70%,118,40,20,67.1,43.3,55.2,52.1,2293,8288,1231,2365,185,1003,236,850,0.285,0.352,0.415,0.767,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6D5/478,0,0,472,0,0,SS,0
2002,15,Dale Murphy,4th,70,14.80%,116,34,18,42.6,39,40.8,54.8,2180,7960,1197,2111,398,1266,161,986,0.265,0.346,0.469,0.815,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*9372,0,0,472,0,0,CF,0
2002,16,Dave Parker,6th,66,14.00%,124,42,19,36.3,35.9,36.1,55.4,2466,9358,1272,2712,339,1493,154,683,0.29,0.339,0.471,0.81,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*D78/34,0,0,472,0,0,RF,0
2002,17,Dave Concepcion,9th,56,11.90%,106,29,19,36.5,28.4,32.4,52.1,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88,0,0,0,NA,1.5,1,0,0,1.1,2,0,0,1,*6453/81,0,0,472,0,0,SS,0
2002,18,Keith Hernandez,7th,29,6.10%,86,32,17,57.1,38.2,47.6,51.5,2088,7370,1124,2182,162,1071,98,1070,0.296,0.384,0.436,0.821,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3/79,0,0,472,0,0,1B,0
2002,19,Ron Guidry,9th,23,4.90%,106,38,14,45.4,36.2,40.8,57.9,379,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,170,91,3.29,119,1.184,368,323,4,2392,2198,226,633,1778,*1/8,0,0,472,0,0,P,0
2002,20,Dave Stewart,2nd,23,4.90%,76,21,16,23.2,21,22.1,57.9,523,51,5,10,0,4,0,3,0.196,0.241,0.255,0.496,40,168,129,3.95,100,1.344,523,348,19,2629.2,2499,264,1034,1741,*1,0,0,472,0,0,P,0
2002,21,Frank Viola,1st,2,0.40%,69,24,15,43.5,38.5,41,57.9,421,185,8,26,0,6,0,3,0.141,0.154,0.157,0.311,-12,176,150,3.73,112,1.301,421,420,0,2836.1,2827,294,864,1844,*1,0,0,472,0,0,P,0
2002,22,Mike Greenwell,1st,2,0.40%,34,23,12,23.7,24,23.9,50.7,1269,4623,657,1400,130,726,80,460,0.303,0.368,0.463,0.831,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7D9/28,0,0,472,0,0,LF,0
2002,23,Tim Wallach,1st,1,0.20%,48,24,17,34.8,28.7,31.7,53.4,2212,8099,908,2085,260,1125,51,649,0.257,0.316,0.416,0.732,102,0,0,4.5,120,1.5,2,0,0,2,3,0,0,0,*539/D7146,0,0,472,0,0,3B,0
2002,24,Lenny Dykstra,1st,1,0.20%,39,20,12,41,32.3,36.6,54.8,1278,4559,802,1298,81,404,285,640,0.285,0.375,0.419,0.793,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8/7,0,0,472,0,0,CF,0
2002,25,Mike Henneman,1st,0,0.00%,26,15,10,12.2,12.9,12.5,32.3,561,1,0,0,0,0,0,0,0,0,0,0,-100,57,42,3.21,131,1.306,561,0,193,732.2,686,47,271,533,*1,0,0,472,0,0,P,0
2002,26,Robby Thompson,1st,0,0.00%,16,20,11,31.7,28.8,30.3,54.4,1304,4612,671,1187,119,458,103,439,0.257,0.329,0.403,0.733,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4/6,0,0,472,0,0,2B,0
2002,27,Jeff Russell,1st,0,0.00%,34,7,14,13.5,12.3,12.9,32.3,591,79,3,11,1,10,0,5,0.139,0.188,0.215,0.403,11,56,73,3.75,112,1.346,589,79,186,1099.2,1065,100,415,693,*1,0,0,472,0,0,P,0
2002,28,Scott Sanderson,1st,0,0.00%,16,22,19,25.1,19.4,22.3,57.9,473,474,20,46,2,26,0,26,0.097,0.15,0.137,0.288,-20,163,143,3.84,102,1.255,472,407,5,2561.2,2590,297,625,1611,*1,0,0,472,0,0,P,0
2001,1,Dave Winfield,1st,435,84.50%,148,56,22,59.4,36.4,47.9,55.4,2973,11003,1669,3110,465,1833,223,1216,0.283,0.353,0.475,0.827,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*7*D8/35,0,0,515,0,0,RF,1
2001,2,Kirby Puckett,1st,423,82.10%,160,39,12,48.2,35.8,42,54.8,1783,7244,1071,2304,207,1085,134,450,0.318,0.36,0.477,0.837,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*89D/7456,0,0,515,0,0,CF,1
2001,3,Gary Carter,4th,334,64.90%,135,41,19,66.4,46.5,56.4,40.7,2296,7971,1025,2092,324,1225,39,848,0.262,0.335,0.439,0.773,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*293/75,0,0,515,0,0,C,0
2001,4,Jim Rice,7th,298,57.90%,146,43,16,44.3,34.6,39.5,50.7,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*D9/8,0,0,515,0,0,LF,0
2001,5,Bruce Sutter,8th,245,47.60%,91,17,12,23.1,23.7,23.4,32.3,661,102,6,9,0,6,1,7,0.088,0.153,0.088,0.241,-33,68,71,2.83,136,1.14,661,0,300,1042,879,77,309,861,*1,0,0,515,0,0,P,0
2001,6,Rich Gossage,2nd,228,44.30%,126,19,22,39.4,31,35.2,32.3,1003,85,1,9,0,2,0,4,0.106,0.146,0.118,0.264,-25,124,107,3.01,126,1.232,1002,37,310,1809.1,1497,119,732,1502,*1/D,0,0,515,0,0,P,0
2001,7,Steve Garvey,9th,176,34.20%,130,32,19,34.4,27.2,30.8,51.5,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*35/749,0,0,515,0,0,1B,0
2001,8,Tommy John,7th,146,28.30%,112,44,26,56.3,32.3,44.3,57.9,761,900,43,141,5,54,0,33,0.157,0.187,0.188,0.375,7,288,231,3.34,111,1.283,760,700,4,4710.1,4783,302,1259,2245,*1,0,0,515,0,0,P,0
2001,9,Don Mattingly,1st,145,28.20%,134,34,14,39.8,34.4,37.1,51.5,1785,7003,1007,2153,222,1099,14,588,0.307,0.358,0.471,0.83,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3D97/548,0,0,515,0,0,1B,0
2001,10,Jim Kaat,13th,135,26.20%,130,44,25,46.3,36.3,41.3,57.9,1004,1251,117,232,16,106,5,63,0.185,0.227,0.267,0.494,37,283,237,3.45,108,1.259,898,625,18,4530.1,4620,395,1083,2461,*1/D,0,0,515,0,0,P,0
2001,11,Bert Blyleven,4th,121,23.50%,120,50,22,89.3,46.8,68,57.9,699,451,19,59,0,25,0,5,0.131,0.144,0.146,0.29,-19,287,250,3.31,118,1.198,692,685,0,4970,4632,430,1322,3701,*1,0,0,515,0,0,P,0
2001,12,Jack Morris,2nd,101,19.60%,122,39,18,39.3,30.8,35.1,57.9,568,1,4,0,0,0,0,0,0,0,0,0,-100,254,186,3.9,105,1.296,549,527,0,3824,3567,389,1390,2478,*1/D,0,0,515,0,0,P,0
2001,13,Dale Murphy,3rd,93,18.10%,116,34,18,42.6,39,40.8,54.8,2180,7960,1197,2111,398,1266,161,986,0.265,0.346,0.469,0.815,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*9372,0,0,515,0,0,CF,0
2001,14,Dave Parker,5th,84,16.30%,124,42,19,36.3,35.9,36.1,55.4,2466,9358,1272,2712,339,1493,154,683,0.29,0.339,0.471,0.81,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*D78/34,0,0,515,0,0,RF,0
2001,15,Dave Concepcion,8th,74,14.40%,106,29,19,36.5,28.4,32.4,52.1,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88,0,0,0,NA,1.5,1,0,0,1.1,2,0,0,1,*6453/81,0,0,515,0,0,SS,0
2001,16,Luis Tiant,14th,63,12.20%,97,41,19,62.3,42.1,52.2,57.9,573,513,36,84,5,44,1,13,0.164,0.185,0.224,0.409,17,229,172,3.3,114,1.199,573,484,15,3486.1,3075,346,1104,2416,*1,0,0,515,0,0,P,0
2001,17,Keith Hernandez,6th,41,8.00%,86,32,17,57.1,38.2,47.6,51.5,2088,7370,1124,2182,162,1071,98,1070,0.296,0.384,0.436,0.821,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3/79,0,0,515,0,0,1B,0
2001,18,Dave Stewart,1st,38,7.40%,76,21,16,23.2,21,22.1,57.9,523,51,5,10,0,4,0,3,0.196,0.241,0.255,0.496,40,168,129,3.95,100,1.344,523,348,19,2629.2,2499,264,1034,1741,*1,0,0,515,0,0,P,0
2001,19,Ron Guidry,8th,27,5.20%,106,38,14,45.4,36.2,40.8,57.9,379,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,170,91,3.29,119,1.184,368,323,4,2392,2198,226,633,1778,*1/8,0,0,515,0,0,P,0
2001,20,Lou Whitaker,1st,15,2.90%,92,43,19,71.4,36.5,54,54.4,2390,8570,1386,2369,244,1084,143,1197,0.276,0.363,0.426,0.789,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4D,0,0,515,0,0,2B,0
2001,21,Kirk Gibson,1st,13,2.50%,16,22,17,35.5,28.4,31.9,55.4,1635,5798,985,1553,255,870,284,718,0.268,0.352,0.463,0.815,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*9*D*8,0,0,515,0,0,LF,0
2001,22,Lance Parrish,1st,9,1.70%,107,32,19,36,26.8,31.4,40.7,1988,7067,856,1782,324,1070,28,612,0.252,0.313,0.44,0.753,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2D3/97,0,0,515,0,0,C,0
2001,23,Tom Henke,1st,6,1.20%,75,19,14,22.1,16.9,19.5,32.3,642,1,0,0,0,0,0,0,0,0,0,0,-100,41,42,2.67,157,1.092,642,0,311,789.2,607,64,255,861,*1,0,0,515,0,0,P,0
2001,24,Dave Righetti,1st,2,0.40%,60,7,16,20.1,20.2,20.2,32.3,718,11,0,2,0,1,0,0,0.182,0.182,0.182,0.364,5,82,79,3.46,114,1.338,718,89,252,1403.2,1287,95,591,1112,*1,0,0,515,0,0,P,0
2001,25,Ron Darling,1st,1,0.20%,26,15,13,16.8,16.2,16.5,57.9,402,526,39,76,2,21,1,15,0.144,0.169,0.203,0.373,5,136,116,3.87,95,1.335,382,364,0,2360.1,2244,239,906,1590,*1/D,0,0,515,0,0,P,0
2001,26,Jose Rijo,1st,1,0.20%,28,20,14,34.4,35.9,35.2,57.9,377,445,25,85,2,29,2,8,0.191,0.205,0.234,0.439,20,116,91,3.24,121,1.262,376,269,3,1880,1710,147,663,1606,*1,0,0,515,0,0,P,0
2001,27,Jim Deshaies,1st,1,0.20%,6,7,12,10.2,13.7,11.9,57.9,258,373,13,33,0,12,0,23,0.088,0.141,0.088,0.23,-33,84,95,4.14,91,1.317,257,253,0,1525,1434,179,575,951,1,0,0,515,0,0,P,0
2001,28,Steve Bedrosian,1st,1,0.20%,37,10,14,13.2,13.1,13.1,32.3,732,153,3,15,0,2,0,3,0.098,0.115,0.098,0.213,-41,76,79,3.38,115,1.296,732,46,184,1191,1026,114,518,921,*1,0,0,515,0,0,P,0
2001,29,Tom Browning,1st,1,0.20%,27,16,12,18.3,17.1,17.7,57.9,324,621,42,95,2,32,5,25,0.153,0.185,0.188,0.374,3,123,90,3.94,97,1.271,302,300,0,1921,1931,236,511,1000,*1,0,0,515,0,0,P,0
2001,30,John Kruk,1st,1,0.20%,32,24,10,23.1,21.3,22.2,51.5,1200,3897,582,1170,100,592,58,649,0.3,0.397,0.446,0.842,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*79D/8,0,0,515,0,0,1B,0
2001,31,Howard Johnson,1st,0,0.00%,41,21,14,20.1,21.5,20.8,53.4,1531,4940,760,1229,228,760,231,692,0.249,0.34,0.446,0.786,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*56789/D43,0,0,515,0,0,3B,0
2001,32,Andy Van Slyke,1st,0,0.00%,36,19,13,38.6,31.2,34.9,54.8,1658,5711,835,1562,164,792,245,667,0.274,0.349,0.443,0.792,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*9735,0,0,515,0,0,CF,0
2000,1,Carlton Fisk,2nd,397,79.60%,120,49,24,63.7,35.6,49.6,40.7,2499,8756,1276,2356,376,1330,128,849,0.269,0.341,0.457,0.797,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2D7/35,0,0,499,0,0,C,1
2000,2,Tony Perez,9th,385,77.20%,81,41,23,50.1,35,42.6,51.5,2777,9778,1272,2732,379,1652,49,925,0.279,0.341,0.463,0.804,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*5D/4,0,0,499,0,0,1B,1
2000,3,Jim Rice,6th,257,51.50%,146,43,16,44.3,34.6,39.5,50.7,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*D9/8,0,0,499,0,0,LF,0
2000,4,Gary Carter,3rd,248,49.70%,135,41,19,66.4,46.5,56.4,40.7,2296,7971,1025,2092,324,1225,39,848,0.262,0.335,0.439,0.773,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*293/75,0,0,499,0,0,C,0
2000,5,Bruce Sutter,7th,192,38.50%,91,17,12,23.1,23.7,23.4,32.3,661,102,6,9,0,6,1,7,0.088,0.153,0.088,0.241,-33,68,71,2.83,136,1.14,661,0,300,1042,879,77,309,861,*1,0,0,499,0,0,P,0
2000,6,Rich Gossage,1st,166,33.30%,126,19,22,39.4,31,35.2,32.3,1003,85,1,9,0,2,0,4,0.106,0.146,0.118,0.264,-25,124,107,3.01,126,1.232,1002,37,310,1809.1,1497,119,732,1502,*1/D,0,0,499,0,0,P,0
2000,7,Steve Garvey,8th,160,32.10%,130,32,19,34.4,27.2,30.8,51.5,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*35/749,0,0,499,0,0,1B,0
2000,8,Tommy John,6th,135,27.10%,112,44,26,56.3,32.3,44.3,57.9,761,900,43,141,5,54,0,33,0.157,0.187,0.188,0.375,7,288,231,3.34,111,1.283,760,700,4,4710.1,4783,302,1259,2245,*1,0,0,499,0,0,P,0
2000,9,Jim Kaat,12th,125,25.10%,130,44,25,46.3,36.3,41.3,57.9,1004,1251,117,232,16,106,5,63,0.185,0.227,0.267,0.494,37,283,237,3.45,108,1.259,898,625,18,4530.1,4620,395,1083,2461,*1/D,0,0,499,0,0,P,0
2000,10,Dale Murphy,2nd,116,23.20%,116,34,18,42.6,39,40.8,54.8,2180,7960,1197,2111,398,1266,161,986,0.265,0.346,0.469,0.815,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*9372,0,0,499,0,0,CF,0
2000,11,Jack Morris,1st,111,22.20%,122,39,18,39.3,30.8,35.1,57.9,568,1,4,0,0,0,0,0,0,0,0,0,-100,254,186,3.9,105,1.296,549,527,0,3824,3567,389,1390,2478,*1/D,0,0,499,0,0,P,0
2000,12,Dave Parker,4th,104,20.80%,124,42,19,36.3,35.9,36.1,55.4,2466,9358,1272,2712,339,1493,154,683,0.29,0.339,0.471,0.81,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*D78/34,0,0,499,0,0,RF,0
2000,13,Bert Blyleven,3rd,87,17.40%,120,50,22,89.3,46.8,68,57.9,699,451,19,59,0,25,0,5,0.131,0.144,0.146,0.29,-19,287,250,3.31,118,1.198,692,685,0,4970,4632,430,1322,3701,*1,0,0,499,0,0,P,0
2000,14,Luis Tiant,13th,86,17.20%,97,41,19,62.3,42.1,52.2,57.9,573,513,36,84,5,44,1,13,0.164,0.185,0.224,0.409,17,229,172,3.3,114,1.199,573,484,15,3486.1,3075,346,1104,2416,*1,0,0,499,0,0,P,0
2000,15,Dave Concepcion,7th,67,13.40%,106,29,19,36.5,28.4,32.4,52.1,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88,0,0,0,NA,1.5,1,0,0,1.1,2,0,0,1,*6453/81,0,0,499,0,0,SS,0
2000,16,Keith Hernandez,5th,52,10.40%,86,32,17,57.1,38.2,47.6,51.5,2088,7370,1124,2182,162,1071,98,1070,0.296,0.384,0.436,0.821,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3/79,0,0,499,0,0,1B,0
2000,17,Ron Guidry,7th,44,8.80%,106,38,14,45.4,36.2,40.8,57.9,379,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,170,91,3.29,119,1.184,368,323,4,2392,2198,226,633,1778,*1/8,0,0,499,0,0,P,0
2000,18,Jeff Reardon,1st,24,4.80%,106,13,16,17.6,12.9,15.2,32.3,880,57,0,5,0,2,0,1,0.088,0.103,0.105,0.209,-41,73,77,3.16,122,1.199,880,0,367,1132.1,1000,109,358,877,*1,0,0,499,0,0,P,0
2000,19,Bob Boone,5th,21,4.20%,102,25,19,24.4,19.1,21.8,40.7,2264,7245,679,1838,105,826,38,663,0.254,0.315,0.346,0.661,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/35D7,0,0,499,0,0,C,0
2000,20,Willie Wilson,1st,10,2.00%,61,23,19,43.5,32.9,38.2,54.8,2154,7731,1169,2207,41,585,668,425,0.285,0.326,0.376,0.702,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*79/D,0,0,499,0,0,CF,0
2000,21,Rick Sutcliffe,1st,9,1.80%,49,19,18,31.2,29.7,30.5,57.9,466,562,42,102,4,55,4,34,0.181,0.229,0.246,0.474,30,171,139,4.08,97,1.387,457,392,6,2697.2,2662,236,1081,1679,*1,0,0,499,0,0,P,0
2000,22,Kent Hrbek,1st,5,1.00%,18,26,14,35.7,25.9,30.8,51.5,1747,6192,903,1749,293,1086,37,838,0.282,0.367,0.481,0.848,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3D/5,0,0,499,0,0,1B,0
2000,23,Charlie Hough,1st,4,0.80%,58,27,25,34.2,26.4,30.3,57.9,858,226,7,33,1,13,0,5,0.146,0.168,0.177,0.345,-6,216,216,3.75,106,1.302,858,440,61,3801.1,3283,383,1665,2362,*1,0,0,499,0,0,P,0
2000,24,Dave Henderson,1st,2,0.40%,20,12,14,25.2,25.5,25.3,54.8,1538,5130,710,1324,197,708,50,465,0.258,0.32,0.436,0.756,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*89D7/4,0,0,499,0,0,CF,0
2000,25,Steve Sax,1st,2,0.40%,58,24,14,22.9,20.4,21.6,54.4,1769,6940,913,1949,54,550,444,556,0.281,0.335,0.358,0.692,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4/7D59,0,0,499,0,0,2B,0
2000,26,Bob Welch,1st,1,0.20%,67,37,17,40.4,28.7,34.5,57.9,520,582,26,88,2,30,0,22,0.151,0.186,0.177,0.363,2,211,146,3.47,106,1.27,506,462,8,3092,2894,267,1034,1969,*1/79,0,0,499,0,0,P,0
2000,27,Bill Gullickson,1st,1,0.20%,18,20,14,20.4,16.1,18.2,57.9,398,576,30,81,3,27,0,20,0.141,0.169,0.184,0.353,-2,162,136,3.93,98,1.282,398,390,0,2560,2659,282,622,1279,*1,0,0,499,0,0,P,0
2000,28,Lonnie Smith,1st,1,0.20%,28,20,17,36.3,28.3,32.3,50.7,1613,5170,909,1488,98,533,370,623,0.288,0.371,0.42,0.791,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*78D9,0,0,499,0,0,LF,0
2000,29,Bruce Hurst,1st,1,0.20%,30,19,15,31.7,28.7,30.2,57.9,380,274,11,31,0,8,0,20,0.113,0.173,0.131,0.305,-13,145,113,3.92,104,1.325,379,359,0,2417.1,2463,258,740,1689,*1,0,0,499,0,0,P,0
2000,30,Hubie Brooks,1st,0,0.00%,10,12,15,10,15.7,12.9,52.1,1645,5974,656,1608,149,824,64,387,0.269,0.315,0.403,0.717,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*5*6D/347,0,0,499,0,0,RF,0
1999,1,Nolan Ryan,1st,491,98.80%,256,55,27,75.2,41,58.1,57.9,807,852,40,94,2,36,3,38,0.11,0.148,0.134,0.282,-18,324,292,3.19,112,1.247,807,773,3,5386,3923,321,2795,5714,*1,0,0,497,0,0,P,1
1999,2,George Brett,1st,488,98.20%,210,61,21,84,51.7,67.9,53.4,2707,10349,1583,3154,317,1596,201,1096,0.305,0.369,0.487,0.857,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5*D*3/796,0,0,497,0,0,3B,1
1999,3,Robin Yount,1st,385,77.50%,132,52,20,72.4,45.8,59.1,52.1,2856,11008,1632,3142,251,1406,271,966,0.285,0.342,0.43,0.772,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6*8D7/3,0,0,497,0,0,SS,1
1999,4,Carlton Fisk,1st,330,66.40%,120,49,24,63.7,35.6,49.6,40.7,2499,8756,1276,2356,376,1330,128,849,0.269,0.341,0.457,0.797,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2D7/35,0,0,497,0,0,C,0
1999,5,Tony Perez,8th,302,60.80%,81,41,23,50.1,35,42.6,51.5,2777,9778,1272,2732,379,1652,49,925,0.279,0.341,0.463,0.804,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*5D/4,0,0,497,0,0,1B,0
1999,6,Gary Carter,2nd,168,33.80%,135,41,19,66.4,46.5,56.4,40.7,2296,7971,1025,2092,324,1225,39,848,0.262,0.335,0.439,0.773,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*293/75,0,0,497,0,0,C,0
1999,7,Steve Garvey,7th,150,30.20%,130,32,19,34.4,27.2,30.8,51.5,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*35/749,0,0,497,0,0,1B,0
1999,8,Jim Rice,5th,146,29.40%,146,43,16,44.3,34.6,39.5,50.7,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*D9/8,0,0,497,0,0,LF,0
1999,9,Bruce Sutter,6th,121,24.30%,91,17,12,23.1,23.7,23.4,32.3,661,102,6,9,0,6,1,7,0.088,0.153,0.088,0.241,-33,68,71,2.83,136,1.14,661,0,300,1042,879,77,309,861,*1,0,0,497,0,0,P,0
1999,10,Jim Kaat,11th,100,20.10%,130,44,25,46.3,36.3,41.3,57.9,1004,1251,117,232,16,106,5,63,0.185,0.227,0.267,0.494,37,283,237,3.45,108,1.259,898,625,18,4530.1,4620,395,1083,2461,*1/D,0,0,497,0,0,P,0
1999,11,Dale Murphy,1st,96,19.30%,116,34,18,42.6,39,40.8,54.8,2180,7960,1197,2111,398,1266,161,986,0.265,0.346,0.469,0.815,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*9372,0,0,497,0,0,CF,0
1999,12,Tommy John,5th,93,18.70%,112,44,26,56.3,32.3,44.3,57.9,761,900,43,141,5,54,0,33,0.157,0.187,0.188,0.375,7,288,231,3.34,111,1.283,760,700,4,4710.1,4783,302,1259,2245,*1,0,0,497,0,0,P,0
1999,13,Dave Parker,3rd,80,16.10%,124,42,19,36.3,35.9,36.1,55.4,2466,9358,1272,2712,339,1493,154,683,0.29,0.339,0.471,0.81,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*D78/34,0,0,497,0,0,RF,0
1999,14,Minnie Minoso,15th,73,14.70%,87,35,17,47.5,38,42.7,50.7,1835,6579,1136,1963,186,1023,205,814,0.298,0.389,0.459,0.848,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7598/3D6,0,0,497,0,0,LF,0
1999,15,Bert Blyleven,2nd,70,14.10%,120,50,22,89.3,46.8,68,57.9,699,451,19,59,0,25,0,5,0.131,0.144,0.146,0.29,-19,287,250,3.31,118,1.198,692,685,0,4970,4632,430,1322,3701,*1,0,0,497,0,0,P,0
